datetime,temperature,feels_like,dew_point,humidity,wind_speed,precipitation_cm
2025/03/11 00:30,14.75,14.251305,8.6,66.624146,0.9,0.0
2025/03/11 06:30,26.2,26.406828,13.0,44.03322,5.0688457,0.0
2025/03/11 12:30,20.65,22.251257,15.65,73.05328,2.19718,0.0
2025/03/11 18:30,14.7,13.896605,8.15,64.83172,2.1897945,0.0
2025/03/12 00:30,12.3,11.166789,6.65,68.412964,1.9386592,0.0
2025/03/12 06:30,27.45,26.274172,10.0,33.551155,8.133928,0.0
2025/03/12 12:30,21.45,20.040707,9.65,46.940193,9.080639,0.0
2025/03/12 18:30,13.3,12.521923,9.3,76.72909,4.1046314,0.0
2025/03/13 00:30,16.45,15.456438,7.1,53.9538,1.7076298,0.0
2025/03/13 06:30,24.5,22.78602,9.75,39.289116,11.351422,0.01
2025/03/13 12:30,19.8,18.859627,10.15,53.732643,6.8423676,0.01
2025/03/13 18:30,11.85,10.537939,7.2,73.17733,4.060985,0.0
2025/03/14 00:30,14.95,13.78643,7.6,61.452763,3.710795,0.0
2025/03/14 06:30,26.5,25.010677,6.5,27.978924,4.1125174,0.0
2025/03/14 12:30,21.75,22.397722,12.45,55.49578,0.8049845,0.0
2025/03/14 18:30,14.05,13.158741,12.75,91.880615,12.061341,0.26
2025/03/15 00:30,13.0,12.199955,11.85,92.72964,9.422101,0.25
2025/03/15 06:30,25.15,23.848719,10.3,39.20996,9.595874,0.29
2025/03/15 12:30,18.85,19.609102,14.0,73.445724,3.710795,0.030000001
2025/03/15 18:30,12.95,11.596319,11.0,87.94621,11.409785,0.4
2025/03/16 00:30,11.5,9.691022,10.15,91.41779,12.81165,0.1
2025/03/16 06:30,24.35,23.578182,8.7,36.93839,2.9301877,0.0
2025/03/16 12:30,18.4,18.784882,12.15,66.94604,1.9469976,0.030000001
2025/03/16 18:30,10.4,9.340841,7.85,84.215904,3.4247334,0.0
2025/03/17 00:30,10.3,8.977222,7.85,84.779625,5.232399,0.0
2025/03/17 06:30,24.45,22.436308,4.95,28.38768,5.369916,0.0
2025/03/17 12:30,18.6,16.399525,7.1,47.10965,9.97986,0.0
2025/03/17 18:30,11.0,9.583792,7.1,76.88208,4.6102495,0.0
2025/03/18 00:30,11.35,10.008878,6.6,72.5862,3.2846913,0.0
2025/03/18 06:30,24.9,22.942862,7.8,33.626537,9.47012,0.0
2025/03/18 12:30,19.55,19.51619,11.0,57.75122,2.3469129,0.0
2025/03/18 18:30,13.4,12.722967,9.4,76.74506,3.6,0.0
